tenure_months,monthly_charges,usage_minutes,support_calls,payment_delay_days,contract_type,autopay,num_services,satisfaction_score,signup_channel,marketing_segment,churn
42,81.77,496,2,1.1,one-year,1,2,5.0,organic,A,0
35,134.47,377,4,4.4,month-to-month,0,5,6.0,ads,B,0
57,120.67,149,3,2.6,two-year,0,4,4.0,ads,A,0
56,117.43,703,1,0.0,month-to-month,1,3,7.0,organic,A,0
18,146.47,629,2,9.2,month-to-month,0,1,4.0,partner,C,1
41,22.67,614,5,11.7,one-year,0,3,1.0,partner,A,1
18,94.36,231,7,0.0,month-to-month,1,3,5.0,referral,B,0
23,45.58,549,3,0.0,month-to-month,0,3,3.0,referral,C,1
54,149.13,401,3,0.0,two-year,0,3,6.0,referral,A,0
7,55.23,366,3,6.5,month-to-month,1,2,4.0,ads,B,1
23,35.31,313,3,0.0,month-to-month,0,3,4.0,ads,A,1
7,24.52,609,1,4.7,one-year,0,2,8.0,referral,B,0
50,104.38,462,3,9.0,month-to-month,0,2,7.0,organic,B,1
17,23.08,422,2,6.7,month-to-month,1,4,5.0,partner,A,1
64,24.75,468,5,13.4,one-year,1,1,6.0,organic,C,0
33,55.36,446,6,0.0,month-to-month,0,3,5.0,referral,C,1
43,113.72,551,3,0.0,month-to-month,1,4,4.0,referral,C,0
22,103.77,150,4,10.7,month-to-month,0,4,3.0,ads,C,1
21,63.43,368,1,10.7,month-to-month,1,2,1.0,ads,B,1
50,53.83,239,5,7.6,month-to-month,1,3,5.0,ads,A,0
67,134.57,452,0,0.0,one-year,0,3,10.0,referral,B,0
48,75.99,216,5,0.0,month-to-month,0,2,5.0,ads,B,0
33,41.29,260,6,7.2,one-year,1,4,2.0,ads,B,0
37,61.99,461,3,1.3,month-to-month,1,2,6.0,partner,B,0
1,64.67,382,4,13.1,one-year,0,1,2.0,partner,A,1
64,88.09,466,1,0.0,two-year,1,6,9.0,referral,A,0
55,102.24,264,1,2.5,one-year,0,3,7.0,organic,A,0
72,85.62,389,1,8.3,month-to-month,1,5,9.0,referral,C,0
32,39.25,413,3,2.0,one-year,1,1,5.0,organic,C,0
46,111.34,242,1,1.5,two-year,1,4,9.0,organic,B,0
20,28.98,329,1,0.0,two-year,1,3,5.0,referral,B,0
58,92.58,443,4,0.0,month-to-month,0,4,7.0,organic,C,0
12,73.22,372,5,6.2,month-to-month,1,3,9.0,referral,A,1
28,45.1,310,4,0.0,one-year,0,4,9.0,organic,B,0
47,114.68,450,2,3.9,one-year,0,3,8.0,referral,C,0
37,67.78,354,2,2.7,month-to-month,0,4,6.0,ads,B,0
13,83.41,457,10,6.0,one-year,0,1,4.0,ads,B,1
25,111.0,492,3,6.9,month-to-month,1,3,8.0,ads,A,0
1,127.95,498,3,2.2,one-year,0,4,5.0,ads,C,0
40,41.66,436,3,0.2,two-year,1,4,8.0,partner,C,0
2,71.17,396,4,2.2,month-to-month,0,2,5.0,ads,A,1
62,30.24,414,2,0.0,month-to-month,1,1,9.0,referral,B,0
4,28.54,592,4,2.8,month-to-month,0,2,5.0,partner,B,1
5,89.68,330,0,0.0,one-year,1,2,4.0,ads,A,0
2,97.21,597,4,11.5,month-to-month,0,1,3.0,ads,A,1
37,41.26,354,0,3.4,one-year,0,6,9.0,organic,A,0
53,39.61,482,0,1.1,two-year,1,3,8.0,referral,A,0
44,105.53,446,4,2.2,month-to-month,0,2,9.0,organic,A,1
31,128.48,508,4,12.1,month-to-month,1,2,7.0,organic,A,0
69,148.35,54,3,0.0,month-to-month,1,5,8.0,ads,B,0
47,56.91,493,2,0.0,month-to-month,1,4,10.0,ads,A,0
54,138.81,397,3,10.0,one-year,1,4,8.0,referral,B,0
45,115.36,502,1,5.9,one-year,0,5,1.0,referral,A,1
24,23.58,458,1,5.9,two-year,0,3,7.0,referral,B,0
50,57.96,540,5,9.0,month-to-month,1,4,5.0,ads,B,1
25,77.98,292,1,3.5,two-year,1,4,9.0,referral,A,0
70,64.18,183,2,0.0,two-year,1,3,8.0,partner,C,0
26,137.67,210,1,0.0,two-year,1,5,10.0,partner,A,0
36,140.22,354,3,8.9,one-year,0,3,6.0,referral,C,0
68,64.52,315,3,5.0,one-year,0,5,5.0,referral,C,0
17,71.89,487,3,8.8,month-to-month,0,2,4.0,referral,A,1
39,121.0,580,1,3.5,month-to-month,0,1,6.0,ads,B,0
51,40.57,514,2,0.0,month-to-month,1,1,8.0,organic,C,0
9,36.22,343,3,4.9,month-to-month,1,3,2.0,ads,C,0
49,116.75,407,6,4.6,month-to-month,0,2,5.0,ads,C,1
35,88.46,497,1,3.8,month-to-month,1,1,6.0,referral,C,0
28,43.84,597,6,2.5,month-to-month,0,3,6.0,organic,C,1
13,131.79,559,2,13.9,month-to-month,0,3,8.0,ads,B,0
27,74.2,559,5,8.7,month-to-month,0,3,6.0,organic,A,0
30,100.16,473,2,6.7,one-year,1,3,3.0,organic,B,0
28,147.92,566,2,9.5,one-year,0,4,8.0,organic,B,0
20,143.26,524,4,1.1,month-to-month,0,2,7.0,ads,C,1
39,34.21,218,2,3.7,month-to-month,0,3,4.0,organic,A,0
72,117.28,461,2,0.0,one-year,1,3,8.0,ads,A,0
15,120.0,309,2,3.6,month-to-month,1,1,7.0,ads,C,0
31,128.36,309,6,4.7,two-year,0,3,6.0,partner,A,0
51,138.51,440,2,1.4,one-year,0,2,7.0,organic,B,0
41,122.23,419,3,3.6,month-to-month,0,5,6.0,partner,C,1
33,85.61,390,4,2.0,one-year,1,3,5.0,partner,C,0
41,82.9,254,1,0.0,one-year,1,2,3.0,referral,C,0
20,120.07,399,1,3.4,one-year,0,2,7.0,partner,B,0
56,92.77,265,2,1.7,one-year,1,4,7.0,ads,A,0
33,25.41,460,3,0.0,month-to-month,0,4,7.0,partner,B,0
8,42.89,416,6,13.0,one-year,0,3,6.0,organic,B,1
28,36.16,501,5,1.8,one-year,0,2,8.0,ads,A,0
18,34.69,291,0,0.0,one-year,0,3,7.0,partner,B,0
5,72.85,574,7,11.3,month-to-month,0,4,4.0,partner,C,1
54,36.45,447,5,0.0,two-year,0,3,4.0,referral,A,0
42,77.07,860,2,0.1,one-year,0,3,5.0,ads,A,0
68,139.57,309,2,0.4,two-year,0,2,8.0,organic,B,0
39,73.24,633,5,0.8,month-to-month,0,5,9.0,ads,A,0
35,84.77,320,3,11.4,one-year,0,2,3.0,ads,B,1
46,31.12,555,1,0.0,one-year,1,1,4.0,ads,B,0
52,137.35,485,3,6.1,month-to-month,0,1,6.0,organic,A,0
55,124.74,226,5,8.0,two-year,1,2,2.0,organic,A,0
1,78.77,383,4,7.1,month-to-month,0,3,1.0,organic,A,1
9,88.02,544,2,7.3,month-to-month,0,3,10.0,ads,C,1
33,141.14,393,5,8.5,month-to-month,1,2,8.0,ads,B,1
33,75.14,549,2,10.2,month-to-month,1,2,8.0,ads,A,0
27,35.85,493,4,3.5,month-to-month,0,3,8.0,ads,B,0
8,96.94,563,5,8.9,one-year,1,2,2.0,partner,A,1
30,63.0,487,6,10.4,month-to-month,0,4,4.0,organic,B,1
57,64.39,298,5,6.8,month-to-month,0,3,6.0,partner,A,1
19,138.44,429,2,3.1,one-year,0,1,4.0,partner,B,0
55,106.9,444,4,0.0,one-year,0,3,7.0,organic,A,0
30,113.19,421,6,6.2,two-year,0,5,8.0,ads,B,0
1,112.84,324,5,16.2,month-to-month,0,1,1.0,partner,C,1
43,101.43,389,3,6.5,month-to-month,0,5,5.0,organic,C,0
7,144.94,497,7,3.0,month-to-month,1,3,6.0,partner,A,0
17,51.26,426,6,7.9,month-to-month,0,3,2.0,organic,A,1
16,79.98,113,5,2.2,one-year,0,2,3.0,partner,C,0
51,107.89,589,1,6.0,month-to-month,1,4,5.0,referral,B,0
36,39.04,362,0,7.9,month-to-month,1,2,9.0,referral,A,0
46,52.15,208,5,5.2,month-to-month,1,2,6.0,partner,C,0
16,59.88,420,7,0.0,month-to-month,0,3,5.0,ads,B,1
34,68.86,340,3,3.1,one-year,1,3,6.0,ads,C,0
1,64.46,304,1,5.3,month-to-month,0,3,4.0,organic,B,1
59,27.14,443,2,4.0,one-year,1,3,7.0,ads,A,0
30,68.37,601,3,0.0,month-to-month,0,2,4.0,partner,A,0
3,43.92,480,5,11.2,month-to-month,0,2,5.0,ads,A,1
14,31.74,243,4,9.0,month-to-month,0,5,4.0,organic,B,1
30,53.64,386,3,0.0,two-year,1,1,6.0,ads,A,0
46,50.11,364,2,0.7,month-to-month,0,2,6.0,ads,A,0
3,38.15,489,4,4.0,month-to-month,0,3,6.0,organic,A,1
23,37.04,170,2,13.8,one-year,1,4,6.0,ads,C,0
70,113.49,496,3,1.0,month-to-month,1,4,7.0,organic,A,0
3,149.45,300,1,4.9,month-to-month,0,1,6.0,ads,B,0
47,24.96,346,0,0.1,one-year,0,5,8.0,referral,B,0
57,85.51,539,2,9.3,one-year,0,3,5.0,partner,A,0
36,41.18,464,1,0.0,month-to-month,0,3,4.0,ads,B,1
20,36.41,490,5,7.5,month-to-month,0,1,6.0,ads,C,1
38,39.91,546,4,4.1,month-to-month,1,3,4.0,ads,A,0
42,106.73,384,0,0.6,two-year,1,4,8.0,referral,B,0
62,35.24,291,2,0.0,one-year,1,3,7.0,ads,A,0
42,94.7,454,1,0.0,one-year,0,6,8.0,referral,A,0
13,49.45,528,4,6.2,month-to-month,1,6,7.0,referral,B,0
17,144.28,429,1,0.0,month-to-month,1,2,3.0,partner,B,0
18,85.02,592,1,11.3,two-year,0,1,3.0,referral,A,1
22,126.19,378,2,7.7,month-to-month,0,3,8.0,ads,C,0
48,142.75,393,1,2.7,one-year,1,3,8.0,ads,A,0
40,61.65,272,5,7.8,month-to-month,0,3,4.0,ads,B,1
57,21.56,297,1,6.0,one-year,1,4,8.0,referral,A,0
51,147.36,448,3,3.5,month-to-month,0,4,10.0,ads,B,1
58,42.73,254,0,3.7,two-year,1,3,10.0,organic,C,0
15,76.17,412,3,8.6,two-year,1,1,6.0,ads,B,1
12,76.39,415,5,6.3,month-to-month,1,2,7.0,referral,B,0
65,38.16,496,3,0.0,two-year,1,4,8.0,referral,B,0
41,82.07,545,5,4.3,month-to-month,1,4,3.0,ads,B,0
16,118.5,485,2,8.7,one-year,0,2,1.0,ads,C,1
5,72.41,702,6,9.7,month-to-month,0,3,2.0,partner,B,1
52,35.21,435,3,4.2,month-to-month,1,1,4.0,referral,A,0
12,94.92,646,3,6.7,month-to-month,0,2,6.0,ads,C,1
57,142.54,107,4,5.1,month-to-month,1,5,7.0,ads,C,0
60,30.21,466,2,5.2,month-to-month,0,2,7.0,ads,A,0
53,55.06,370,3,0.0,one-year,1,3,9.0,ads,A,0
52,141.65,465,2,7.0,one-year,0,3,5.0,referral,B,1
19,98.36,462,3,11.5,two-year,1,4,5.0,ads,B,0
61,85.25,529,3,0.0,month-to-month,1,2,5.0,organic,A,0
30,61.11,515,6,12.8,month-to-month,1,1,6.0,ads,A,0
37,95.53,443,4,6.9,month-to-month,0,3,4.0,partner,C,0
34,82.69,267,5,2.8,month-to-month,0,3,5.0,ads,C,1
53,95.51,498,3,4.8,two-year,0,2,10.0,referral,A,0
72,47.73,262,3,9.1,two-year,1,4,10.0,organic,C,0
40,86.79,307,1,1.0,month-to-month,1,3,7.0,organic,C,0
64,31.42,482,1,0.0,one-year,0,3,9.0,organic,B,0
15,76.52,444,5,0.0,month-to-month,0,1,3.0,ads,A,1
68,40.85,293,2,0.0,two-year,1,4,10.0,organic,C,0
68,47.52,250,0,0.1,two-year,1,6,8.0,ads,A,0
50,90.51,436,3,9.1,one-year,1,4,8.0,organic,C,0
72,130.57,392,2,6.1,two-year,0,3,8.0,ads,C,0
3,81.67,349,7,6.3,two-year,1,1,6.0,partner,A,0
22,112.83,505,1,8.8,month-to-month,0,3,6.0,ads,A,0
30,70.68,416,7,1.6,month-to-month,1,2,7.0,organic,B,0
58,20.07,553,2,2.1,month-to-month,1,3,8.0,ads,A,0
26,124.07,497,7,6.6,one-year,1,2,4.0,ads,C,0
64,136.46,219,2,0.0,two-year,1,2,9.0,ads,A,0
43,60.31,183,1,0.0,month-to-month,1,4,9.0,organic,C,0
27,148.2,528,1,5.3,month-to-month,0,6,6.0,partner,C,0
44,29.02,567,2,7.5,month-to-month,1,3,5.0,ads,B,0
23,44.46,497,7,6.4,one-year,0,2,5.0,ads,A,1
34,109.25,311,5,6.2,month-to-month,1,3,7.0,ads,B,0
51,107.96,607,0,0.0,month-to-month,1,4,10.0,referral,B,0
40,141.52,489,0,2.8,two-year,0,2,4.0,organic,C,0
34,125.36,554,4,3.1,one-year,0,2,6.0,organic,A,0
31,45.18,511,2,4.9,month-to-month,1,2,7.0,ads,B,0
7,52.44,366,7,8.2,one-year,0,3,4.0,ads,A,1
20,33.3,428,5,3.4,month-to-month,0,2,7.0,ads,B,1
53,56.2,394,3,0.0,one-year,1,3,10.0,referral,A,0
33,86.62,679,5,5.1,month-to-month,0,4,3.0,ads,C,0
41,51.73,467,2,0.0,month-to-month,0,4,5.0,partner,A,0
72,111.68,493,2,2.1,month-to-month,1,4,9.0,referral,B,0
23,138.65,424,5,10.0,month-to-month,0,1,6.0,partner,B,1
30,45.26,257,2,2.9,one-year,0,1,7.0,referral,B,0
72,146.36,302,2,1.9,month-to-month,1,6,5.0,ads,B,0
42,142.37,413,2,3.0,one-year,1,6,5.0,organic,C,0
72,62.94,187,0,0.0,one-year,1,5,10.0,organic,B,0
25,90.64,342,2,9.2,one-year,1,2,3.0,ads,C,0
58,113.96,451,0,1.9,month-to-month,1,3,8.0,ads,A,0
42,128.99,392,8,7.7,one-year,0,1,8.0,ads,B,0
29,48.58,470,4,1.6,two-year,1,3,6.0,referral,B,0
47,103.57,516,0,8.2,month-to-month,1,1,6.0,referral,B,0
7,121.14,266,4,3.5,month-to-month,1,4,4.0,organic,B,1
36,66.11,433,5,10.2,one-year,1,4,8.0,ads,A,0
3,128.57,368,5,8.8,month-to-month,0,1,5.0,ads,A,1
49,103.79,311,2,0.0,one-year,1,4,5.0,organic,A,0
45,87.05,337,5,0.0,month-to-month,0,5,7.0,partner,A,0
51,41.24,485,1,5.6,month-to-month,1,3,9.0,referral,B,0
53,144.23,229,1,0.0,one-year,1,3,5.0,organic,A,0
31,39.86,311,3,3.5,month-to-month,1,3,7.0,partner,B,0
34,109.39,370,4,4.6,one-year,0,5,4.0,referral,A,0
39,25.18,493,2,4.7,month-to-month,0,3,4.0,ads,A,0
43,43.49,348,3,10.4,two-year,1,3,1.0,partner,B,0
33,110.73,317,3,2.3,month-to-month,0,6,10.0,organic,C,0
30,77.78,367,3,0.0,two-year,1,3,8.0,ads,A,0
22,141.62,604,4,0.0,month-to-month,0,1,5.0,organic,A,0
52,83.33,671,1,7.0,one-year,0,3,7.0,ads,A,0
43,60.93,446,2,5.7,two-year,0,3,3.0,ads,C,0
36,149.38,90,4,3.3,two-year,1,3,6.0,organic,B,0
49,41.68,533,1,1.0,month-to-month,0,4,10.0,ads,C,0
72,61.11,281,2,0.0,two-year,1,6,10.0,organic,A,0
32,135.25,475,6,9.9,month-to-month,0,1,4.0,organic,A,1
53,132.76,237,3,0.0,month-to-month,0,2,8.0,partner,A,0
54,100.93,272,7,10.1,month-to-month,0,4,8.0,ads,C,0
30,41.02,412,3,3.6,month-to-month,1,2,5.0,referral,A,0
31,88.32,472,3,0.0,month-to-month,0,2,4.0,organic,C,1
26,105.91,97,4,12.0,month-to-month,1,3,8.0,referral,B,0
48,65.12,297,0,5.3,two-year,1,2,5.0,ads,B,0
58,141.5,533,4,1.1,two-year,1,1,10.0,organic,A,0
31,52.73,315,2,12.3,month-to-month,1,2,4.0,partner,B,1
8,46.57,277,3,0.0,month-to-month,1,4,10.0,referral,A,0
30,71.02,366,4,0.0,month-to-month,1,5,8.0,ads,B,0
5,39.24,629,2,13.0,month-to-month,1,2,8.0,referral,C,0
40,95.85,531,3,5.8,one-year,0,2,9.0,organic,A,0
46,27.95,466,0,6.7,one-year,1,4,10.0,partner,C,0
30,27.33,400,1,9.9,month-to-month,1,1,4.0,ads,A,0
22,42.77,511,1,0.0,two-year,1,2,5.0,organic,A,0
20,36.43,517,4,11.7,month-to-month,0,3,3.0,ads,A,1
57,20.52,337,3,2.2,two-year,1,3,6.0,referral,A,0
1,96.78,316,2,13.4,one-year,0,1,5.0,ads,B,0
32,100.28,388,2,5.5,one-year,1,4,7.0,referral,A,0
32,140.49,542,3,10.1,one-year,0,4,8.0,referral,C,1
60,22.98,534,1,2.7,two-year,1,3,5.0,ads,A,0
54,30.0,373,5,0.1,one-year,0,2,2.0,ads,C,0
41,72.97,325,4,6.9,month-to-month,1,2,9.0,ads,C,1
42,65.11,528,0,0.0,one-year,1,6,9.0,referral,A,0
19,89.85,381,7,7.3,month-to-month,0,3,3.0,partner,A,1
45,51.21,555,3,0.0,month-to-month,1,3,10.0,referral,A,0
29,91.84,424,3,2.7,month-to-month,0,3,9.0,referral,C,1
1,133.45,493,5,8.7,month-to-month,0,1,3.0,partner,A,1
25,93.58,337,5,5.0,month-to-month,0,3,4.0,partner,B,1
47,116.38,613,1,0.0,month-to-month,1,4,7.0,referral,A,0
26,104.28,276,3,6.5,one-year,0,3,2.0,partner,B,1
1,130.46,508,1,8.6,month-to-month,0,4,6.0,partner,A,1
52,37.24,299,3,0.0,month-to-month,0,5,9.0,referral,A,0
4,37.6,597,2,0.2,two-year,1,2,8.0,referral,C,0
41,136.42,257,5,12.2,month-to-month,0,1,7.0,ads,A,0
46,127.9,658,6,2.3,two-year,1,3,8.0,referral,A,0
20,38.21,652,3,9.0,month-to-month,1,3,6.0,ads,B,0
58,36.37,535,0,0.0,month-to-month,0,6,4.0,organic,B,0
34,128.53,523,3,5.6,month-to-month,1,2,8.0,ads,B,0
43,145.95,512,1,7.0,two-year,0,4,9.0,organic,A,0
52,88.42,341,3,4.1,month-to-month,1,3,5.0,ads,B,1
11,82.38,359,0,0.0,one-year,0,6,9.0,partner,A,0
29,43.21,482,5,0.0,one-year,1,3,7.0,ads,A,0
21,24.19,596,4,16.6,month-to-month,1,4,6.0,ads,B,1
38,56.0,515,1,1.0,two-year,1,6,8.0,referral,B,0
72,144.01,200,2,0.0,month-to-month,1,5,10.0,referral,C,0
7,107.99,518,5,4.7,one-year,1,1,5.0,ads,C,0
22,35.1,355,3,6.7,month-to-month,1,2,3.0,ads,A,0
12,26.59,513,1,0.0,two-year,0,2,8.0,organic,C,0
58,116.78,344,3,1.8,month-to-month,0,2,7.0,ads,C,0
21,63.16,541,7,1.2,month-to-month,1,2,2.0,ads,C,0
43,147.4,513,1,6.4,month-to-month,1,6,10.0,ads,A,0
63,83.09,409,0,0.0,two-year,1,3,10.0,referral,C,0
48,63.43,279,1,0.0,one-year,0,3,4.0,referral,C,0
30,50.53,583,6,3.1,month-to-month,1,3,4.0,ads,A,0
57,117.2,447,3,6.1,month-to-month,0,3,3.0,ads,A,0
46,79.99,405,3,3.3,two-year,1,5,6.0,organic,B,0
42,113.13,445,1,0.0,month-to-month,1,2,9.0,referral,C,0
33,97.48,262,2,1.1,month-to-month,1,2,6.0,referral,B,0
30,142.51,509,4,1.5,month-to-month,0,2,8.0,referral,A,0
6,22.53,383,3,0.0,month-to-month,0,4,8.0,referral,A,0
23,102.44,423,3,3.6,month-to-month,0,3,6.0,referral,A,0
58,76.72,450,1,0.0,one-year,0,6,8.0,organic,A,0
38,121.97,198,5,0.0,month-to-month,1,1,10.0,partner,A,0
5,109.53,160,1,2.9,month-to-month,1,3,4.0,ads,C,0
72,68.89,203,1,0.0,month-to-month,1,5,8.0,referral,B,0
21,68.14,320,3,5.7,one-year,1,1,10.0,ads,A,0
22,23.71,389,8,0.0,one-year,1,4,9.0,referral,A,0
3,148.86,204,2,0.0,month-to-month,0,3,3.0,organic,C,1
1,117.31,243,2,12.1,month-to-month,1,1,4.0,organic,B,1
40,39.54,433,3,1.7,month-to-month,1,4,5.0,partner,C,0
37,92.49,267,1,8.2,month-to-month,0,2,10.0,partner,A,0
54,140.18,332,2,1.8,one-year,1,5,9.0,referral,A,0
62,38.89,570,1,0.7,two-year,0,5,8.0,referral,B,0
23,133.17,462,4,3.9,month-to-month,1,2,7.0,referral,A,0
35,113.59,209,6,2.5,one-year,0,3,3.0,organic,C,0
72,62.15,434,1,2.9,one-year,1,2,10.0,ads,B,0
18,44.15,473,3,13.4,one-year,0,3,4.0,ads,A,0
67,101.79,539,1,0.0,one-year,0,4,10.0,referral,A,0
29,76.44,500,5,2.4,two-year,0,2,6.0,organic,A,1
69,56.82,485,3,7.1,month-to-month,1,4,10.0,ads,A,0
21,128.87,427,3,2.3,two-year,1,5,3.0,organic,A,0
10,149.26,480,7,0.0,two-year,1,1,4.0,partner,A,1
24,88.97,539,1,0.1,month-to-month,0,5,5.0,organic,A,1
19,31.53,402,4,11.8,month-to-month,1,1,2.0,referral,A,1
33,37.55,324,3,4.6,one-year,1,5,8.0,referral,B,0
34,123.25,401,6,0.0,two-year,1,4,7.0,referral,B,0
40,142.17,366,3,7.1,month-to-month,1,3,4.0,referral,A,1
28,34.1,403,4,1.2,month-to-month,1,4,6.0,partner,A,0
25,41.88,163,4,0.0,one-year,1,2,8.0,ads,A,0
5,137.29,556,5,9.0,month-to-month,0,2,1.0,ads,C,1
30,84.74,449,2,2.6,one-year,1,3,5.0,referral,A,1
10,146.23,566,3,0.7,month-to-month,0,3,4.0,partner,A,1
1,71.36,291,5,2.4,one-year,0,3,5.0,partner,C,1
17,44.18,484,8,5.1,month-to-month,0,3,4.0,partner,B,1
6,35.0,394,5,8.6,month-to-month,0,1,5.0,ads,B,1
34,89.34,435,4,8.6,one-year,0,2,5.0,referral,B,0
6,98.92,499,4,0.4,month-to-month,1,2,7.0,ads,C,1
51,86.63,527,0,0.0,one-year,1,3,7.0,referral,A,0
57,98.72,354,5,3.7,one-year,0,4,6.0,partner,A,0
24,114.56,354,8,0.0,one-year,1,5,6.0,referral,B,0
37,96.77,462,4,3.7,month-to-month,0,6,10.0,referral,A,0
19,118.37,16,4,6.0,one-year,1,2,7.0,referral,A,0
15,96.4,522,4,5.5,month-to-month,0,4,5.0,organic,B,0
45,146.72,461,7,2.3,month-to-month,0,3,6.0,ads,B,0
56,107.44,445,2,2.0,one-year,0,4,10.0,ads,B,0
60,119.9,444,0,0.0,month-to-month,1,5,8.0,referral,C,0
1,65.44,199,6,13.0,month-to-month,0,2,3.0,ads,A,1
29,49.48,389,1,9.0,month-to-month,0,2,4.0,organic,B,0
50,83.68,452,4,6.1,two-year,0,3,8.0,partner,C,0
42,111.49,447,2,5.8,month-to-month,0,2,5.0,partner,B,0
52,32.36,697,3,6.3,month-to-month,1,5,9.0,organic,A,0
10,108.85,357,5,1.6,month-to-month,0,3,4.0,ads,A,1
67,101.07,476,1,0.0,two-year,1,5,10.0,organic,A,0
60,124.14,229,2,11.4,one-year,0,6,10.0,partner,C,0
12,145.26,284,0,0.0,month-to-month,1,2,6.0,organic,A,0
32,81.54,607,4,0.0,month-to-month,1,6,8.0,ads,A,0
63,24.21,371,3,3.9,two-year,1,4,6.0,organic,A,0
42,116.54,433,2,0.0,one-year,0,3,4.0,ads,C,0
3,31.62,456,2,9.4,month-to-month,0,3,5.0,ads,C,1
49,54.24,607,1,8.7,month-to-month,0,2,5.0,ads,B,0
48,102.04,412,3,6.8,month-to-month,1,3,10.0,referral,A,0
49,46.62,338,3,3.8,month-to-month,0,3,5.0,organic,B,0
8,140.16,325,3,4.0,month-to-month,0,2,6.0,partner,C,0
36,33.44,443,2,2.8,month-to-month,0,2,6.0,ads,B,0
48,98.9,524,3,9.3,two-year,0,1,6.0,ads,B,0
30,125.8,336,3,0.0,one-year,1,4,9.0,partner,A,0
60,90.01,321,2,1.4,one-year,0,3,5.0,ads,B,0
10,26.05,516,4,1.7,month-to-month,0,3,4.0,ads,B,1
67,106.01,555,0,2.1,month-to-month,1,2,5.0,ads,A,0
52,149.09,617,3,0.0,month-to-month,1,3,5.0,ads,B,0
49,137.18,437,1,0.0,month-to-month,0,4,8.0,ads,B,0
20,125.08,476,3,10.6,month-to-month,0,5,6.0,organic,A,1
44,42.91,472,3,0.4,month-to-month,1,4,6.0,partner,A,1
54,138.53,143,3,6.5,two-year,1,4,9.0,organic,C,0
18,94.1,574,4,0.5,month-to-month,1,3,6.0,ads,A,0
63,110.09,528,4,5.3,month-to-month,0,2,6.0,organic,B,0
46,78.67,466,5,2.2,month-to-month,1,4,7.0,partner,A,0
13,59.23,457,7,6.1,month-to-month,0,2,2.0,partner,A,1
43,96.03,438,1,0.0,month-to-month,1,5,7.0,partner,B,0
38,71.28,696,1,2.6,one-year,1,2,5.0,ads,C,0
31,138.43,185,4,3.1,month-to-month,0,4,8.0,organic,A,0
72,47.17,360,1,0.6,one-year,1,5,8.0,ads,C,0
28,142.58,425,3,0.0,one-year,0,2,5.0,ads,C,0
43,84.75,575,6,1.9,month-to-month,1,3,7.0,partner,B,0
53,31.99,468,1,0.0,two-year,1,3,10.0,referral,B,0
29,108.14,332,6,5.5,one-year,1,4,4.0,ads,B,1
17,30.67,310,2,0.0,two-year,0,3,7.0,ads,A,0
52,125.44,445,5,5.9,month-to-month,0,2,7.0,referral,A,0
34,68.08,374,3,4.9,two-year,1,3,8.0,organic,B,0
34,107.57,692,2,0.0,month-to-month,0,2,6.0,referral,B,1
16,97.82,450,1,11.7,month-to-month,1,4,4.0,ads,A,0
24,60.9,329,4,3.2,one-year,0,1,5.0,partner,A,0
40,61.62,663,3,4.4,one-year,1,3,3.0,referral,C,0
30,147.07,296,1,2.1,two-year,0,3,6.0,referral,A,0
62,97.63,431,5,6.8,month-to-month,0,3,9.0,referral,A,0
29,134.52,338,3,2.1,one-year,1,2,9.0,referral,A,0
17,55.43,328,5,12.4,one-year,0,4,3.0,ads,A,1
37,114.57,463,2,0.0,two-year,1,3,10.0,referral,A,0
45,61.15,543,2,4.7,one-year,1,2,10.0,ads,C,0
52,35.1,506,1,0.0,two-year,1,3,8.0,referral,C,0
39,101.4,315,3,6.7,two-year,1,3,8.0,referral,A,0
67,68.42,579,3,0.0,month-to-month,1,3,4.0,referral,C,0
32,35.43,482,0,7.6,month-to-month,0,2,5.0,organic,B,1
61,84.48,107,0,0.0,two-year,1,4,9.0,referral,B,0
31,73.61,520,4,2.8,one-year,1,2,6.0,referral,C,1
37,55.12,571,4,13.4,month-to-month,1,4,10.0,referral,A,0
45,35.91,439,1,0.2,two-year,1,5,10.0,referral,A,0
37,99.24,495,1,2.1,month-to-month,0,3,10.0,organic,A,0
42,36.62,666,3,0.0,month-to-month,1,6,7.0,ads,A,0
48,125.15,87,2,4.8,month-to-month,0,2,3.0,ads,C,0
22,22.22,497,5,11.0,month-to-month,0,2,4.0,organic,C,0
64,130.02,301,1,1.8,two-year,1,5,7.0,referral,B,0
41,52.45,569,1,2.7,two-year,1,4,6.0,partner,C,0
23,99.79,380,3,1.5,one-year,1,2,7.0,partner,C,0
61,98.58,470,1,5.2,month-to-month,1,4,8.0,ads,A,0
62,61.41,211,1,0.0,month-to-month,1,5,9.0,organic,A,0
35,98.23,525,6,4.8,one-year,1,1,4.0,ads,A,0
29,81.11,262,6,12.4,one-year,0,2,8.0,ads,B,0
30,108.23,377,3,6.1,month-to-month,0,5,6.0,referral,C,0
1,62.86,580,5,1.7,month-to-month,1,2,10.0,referral,C,0
45,72.23,510,2,0.0,one-year,0,5,7.0,referral,A,1
47,117.01,383,5,8.2,month-to-month,1,2,6.0,partner,B,0
58,27.84,230,3,5.9,month-to-month,1,3,7.0,referral,C,0
27,144.17,397,4,14.8,one-year,1,2,1.0,ads,A,1
31,68.09,353,1,4.5,month-to-month,1,2,8.0,organic,A,0
42,141.3,351,1,0.0,month-to-month,1,1,10.0,organic,A,0
